2020-01,brother.alexp,,,,,,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,me,,yz,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,brother.alexp,,,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,ba,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,brother.john,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,yz,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,brother.john,,,,,,,,,,wa,su,,,,,,,,,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,,
2020-01,brother.john,,,,,,go,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,brother.nuts,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,brother.nuts,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,brother.nuts,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,brother.nuts,,,,,zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,brother.tom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,ba,,,,,,,,,ol,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,brother.tom,,,,,,,,,,,su,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,el,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,brother.tom,,,,,,go,,,,,,,,,,,,,,,,,ti,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bruce.lee,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,ja,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,bruce.lee,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,je,,,,,ba,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bruce.lee,,,,,zu,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,sc,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bruxa.zurg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,ev,,,ga,,,,,,ma,,,,,,mh,,,,,,,,,,,,,,
2020-01,buhawi,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,sc,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,cassandrarae,,,,,,,,,,,,,jo,,,,,,,,,,ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,chef.hans,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,ur,,,,,,,,,,,,,el,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,,
2020-01,chronuck,,,,,,wa,,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,du,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,chronuck,,,,,,,,ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,chronuck,,,,,,,,,,wa,su,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,chula,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,me,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,,,,,,,,
2020-01,cuzzy.bro,,,,,zu,,,,,,,,,,,,,,,,,,,,,,,,,,,ju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,qh,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,,
2020-01,cuzzy.bro,,,,,,go,,,,,,,,,,,,,,,,,,wo,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,cuzzy.bro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,da,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,ur,
2020-01,dad.asura,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,je,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,mo,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,dad.asura,,,,,zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,dad.asura,,,,,,go,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,daltanious81,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,dan.the.man,,,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,
2020-01,dancing.jazzy,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,ma,,,,,,,,,,,,,,
2020-01,dead.bolt,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,sc,,,,,,,,,
2020-01,dead.bolt,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,
2020-01,dead.bolt,,,,,zu,go,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ge,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,,,,,,,,
2020-01,dead.bolt,,,,,,,,,,,,,wo,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,,,,,,,,,,ga,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,defender.b,,,,,,,,,,,,,,,,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bo,,,,,,,,,,,,,,,,,,,ur,,,,,,,,,,,,me,,,,,mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
